"","term","grammar_category","polarity","polarity_target","polarity_classification"
"4275","intelectual","Adj",0,"N0","MAN"
"4276","intelectualista","Adj",0,"N0","MAN"
"4277","intelectualoide","Adj",-1,"N0","MAN"
"4278","inteligencia","N",1,"N0","MAN"
"4279","inteligente","Adj",1,"N0","MAN"
"4280","intemerato","Adj",1,"N0","MAN"
"4281","intemperado","Adj",-1,"N0","MAN"
"4282","intemperamento","N",-1,"N0","MAN"
"4283","intempestividade","N",-1,"N0","MAN"
"4284","intempestivo","Adj",-1,"N0","MAN"
"4285","intenso","Adj",0,"N0","MAN"
"4286","interceptado","Adj",-1,"N0","JALC"
"4287","intercessor","Adj",0,"N0","JALC"
"4288","intercetado","Adj",-1,"N0","JALC"
"4289","interdito","Adj",-1,"N0","JALC"
"4290","interessante","Adj",1,"N0","MAN"
"4291","interesseiro","Adj",-1,"N0","MAN"
"4292","internado","Adj",-1,"N0","JALC"
"4293","interpretativo","Adj",0,"N0","JALC"
"4294","interrogador","Adj",0,"N0","JALC"
"4295","interrogatorio","Adj",-1,"N0","JALC"
"4296","intervencionista","Adj",0,"N0","MAN"
"4297","interveniente","Adj",0,"N0","JALC"
"4298","interventor","Adj",0,"N0","JALC"
"4299","intimidacao","N",-1,"N0","MAN"
"4300","intimidado","Adj",-1,"N0","JALC"
"4301","intimidador","Adj",-1,"N0","MAN"
"4302","intimidante","Adj",-1,"N0","MAN"
"4303","intimidar","V",1,"N0:N1","MAN"
"4304","intimidativo","Adj",-1,"N0","MAN"
"4305","intimidatorio","Adj",-1,"N0","MAN"
"4306","intimorato","Adj",1,"N0","MAN"
"4307","intocado","Adj",0,"N0","JALC"
"4308","intocavel","Adj",0,"N0","MAN"
"4309","intolerancia","N",-1,"N0","MAN"
"4310","intolerante","Adj",-1,"N0","MAN"
"4311","intoleravel","Adj",-1,"N0","MAN"
"4312","intragavel","Adj",-1,"N0","JALC"
"4313","intranquilidade","N",-1,"N0","MAN"
"4314","intranquilo","Adj",-1,"N0","MAN"
"4315","intransigencia","N",-1,"N0","MAN"
"4316","intransigente","Adj",-1,"N0","MAN"
"4317","intratabilidade","N",-1,"N0","MAN"
"4318","intratavel","Adj",-1,"N0","MAN"
"4319","intrepido e sereno","Adj",8,"N0","MAN"
"4320","intrepido","Adj",7,"N0","MAN"
"4321","intriga","N",-1,"N0","MAN"
"4322","intrigante","Adj",-1,"N0","MAN"
"4323","intriguista","Adj",-1,"N0","MAN"
"4324","intrincado","Adj",-1,"N0","JALC"
"4325","intrometer-se","V",-1,"N0:N1","MAN"
"4326","intrometido","Adj",-1,"N0","MAN"
"4327","introspectivo","Adj",0,"N0","MAN"
"4328","introspetivo","Adj",0,"N0","MAN"
"4329","introvertido","Adj",-1,"N0","MAN"
"4330","intruso","Adj",-1,"N0","JALC"
"4331","intuitivo","Adj",0,"N0","MAN"
"4332","inumanidade","N",-1,"N0","MAN"
"4333","inumano","Adj",-1,"N0","MAN"
"4334","inusitado","Adj",0,"N0","JALC"
"4335","inusual","Adj",0,"N0","JALC"
"4336","inutil","Adj",-1,"N0","MAN"
"4337","inutilidade","N",-1,"N0","MAN"
"4338","invadir a privacidade de","IDIOM",-1,"N0:N1","MAN"
"4339","invadir","V",-1,"N0:N1","MAN"
"4340","invalido","Adj",-1,"N0","MAN"
"4341","invariavel","Adj",0,"N0","JALC"
"4342","invasivo","Adj",-1,"N0","JALC"
"4343","invasor","Adj",-1,"N0","JALC"
"4344","invectivo","Adj",-1,"N0","MAN"
"4345","inveja","N",-1,"N0","MAN"
"4346","invejado","Adj",0,"N0","JALC"
"4347","invejar","V",-1,"N0:N1","MAN"
"4348","invejoso","Adj",-1,"N0","MAN"
"4349","invencivel","Adj",1,"N0","MAN"
"4350","inventivo","Adj",1,"N0","MAN"
"4351","inventor","Adj",1,"N0","JALC"
"4352","invertido","Adj",-1,"N0","MAN"
"4353","investigado","Adj",0,"N0","JALC"
"4354","invetivo","Adj",-1,"N0","MAN"
"4355","inviavel","Adj",-1,"N0","JALC"
"4356","inviesado","Adj",-1,"N0","MAN"
"4357","inviolavel","Adj",0,"N0","JALC"
"4358","invisivel","Adj",-1,"N0","MAN"
"4359","invulgar","Adj",0,"N0","MAN"
"4360","invulneravel","Adj",1,"N0","JALC"
"4361","ir a luta","IDIOM",1,"N0","MAN"
"4362","ir ao chao","IDIOM",-1,"N0","MAN"
"4363","ir ao tapete","IDIOM",-1,"N0","MAN"
"4364","ir aos arames","IDIOM",-1,"N0","MAN"
"4365","ir as nuvens","IDIOM",1,"N0","MAN"
"4366","ir as paredes","IDIOM",-1,"N0","MAN"
"4367","ir dentro","IDIOM",-1,"N0","MAN"
"4368","ir desta para melhor","IDIOM",-1,"N0","MAN"
"4369","ir para o outro mundo","IDIOM",-1,"N0","MAN"
"4370","ir pelo caminho errado","IDIOM",-1,"N0","MAN"
"4371","ir pelos ares","IDIOM",-1,"N0","MAN"
"4372","ir-se abaixo","IDIOM",-1,"N0","MAN"
"4373","ir-se ao ar","IDIOM",-1,"N0","MAN"
"4374","ir-se aos ares","IDIOM",-1,"N0","MAN"
"4375","iracundia","N",-1,"N0","MAN"
"4376","iracundo","Adj",-1,"N0","MAN"
"4377","irado","Adj",-1,"N0","JALC"
"4378","irascibilidade","N",-1,"N0","MAN"
"4379","irascivel","Adj",-1,"N0","MAN"
"4380","ironico","Adj",-1,"N0","JALC"
"4381","ironico","Adj",-1,"N0","MAN"
"4382","irracional","Adj",-1,"N0","MAN"
"4383","irracionalidade","N",-1,"N0","MAN"
"4384","irrealismo","N",-1,"N0","MAN"
"4385","irrealista","Adj",-1,"N0","MAN"
"4386","irreconhecivel","Adj",0,"N0","MAN"
"4387","irrefreavel","Adj",0,"N0","JALC"
"4388","irrefutavel","Adj",1,"N0","JALC"
"4389","irregular","Adj",-1,"N0","MAN"
"4390","irregularidade","N",-1,"N0","MAN"
"4391","irrelevante","Adj",-1,"N0","JALC"
"4392","irreligioso","Adj",-1,"N0","MAN"
"4393","irrepreensivel","Adj",1,"N0","MAN"
"4394","irreprimivel","Adj",1,"N0","MAN"
"4395","irrequieto","Adj",-1,"N0","MAN"
"4396","irresistivel","Adj",1,"N0","MAN"
"4397","irresoluto","Adj",-1,"N0","JALC"
"4398","irrespeito","N",-1,"N0","MAN"
"4399","irrespeitoso","Adj",-1,"N0","MAN"
"4400","irresponsabilidade","N",-1,"N0","MAN"
"4401","irresponsavel","Adj",-1,"N0","MAN"
"4402","irreverencia","N",-1,"N0","MAN"
"4403","irreverencioso","Adj",-1,"N0","MAN"
"4404","irreverente","Adj",-1,"N0","MAN"
"4405","irridente","Adj",-1,"N0","MAN"
"4406","irrisorio","Adj",-1,"N0","JALC"
"4407","irritabilidade","N",-1,"N0","MAN"
"4408","irritacao","N",-1,"N0","MAN"
"4409","irritadico","Adj",-1,"N0","MAN"
"4410","irritado","Adj",-1,"N0","MAN"
"4411","irritante","Adj",-1,"N0","MAN"
"4412","irritar-se","V",-1,"N0","MAN"
"4413","irritar","V",0,"N0:N1","MAN"
"4414","irritativo","Adj",-1,"N0","MAN"
"4415","irritavel","Adj",-1,"N0","MAN"
"4416","isento","Adj",1,"N0","MAN"
"4417","isolamento","N",-1,"N0","MAN"
"4418","jacobino","Adj",0,"N0","MAN"
"4419","jactancia","N",-1,"N0","MAN"
"4420","jactante","Adj",-1,"N0","MAN"
"4421","jalofo","Adj",-1,"N0","MAN"
"4422","janota","Adj",0,"N0","MAN"
"4423","javardice","N",-1,"N0","MAN"
"4424","javardo","Adj",-1,"N0","MAN"
"4425","jeitoso","Adj",1,"N0","MAN"
"4426","jeremias","Adj",-1,"N0","MAN"
"4427","jocosidade","N",-1,"N0","MAN"
"4428","jocoso","Adj",0,"N0","MAN"
"4429","jogar ao faz de conta","IDIOM",-1,"N0","MAN"
"4430","jovem","Adj",0,"N0","MAN"
"4431","jovial","Adj",1,"N0","MAN"
"4432","jovialidade","N",1,"N0","MAN"
"4433","jubilado","Adj",1,"N0","JALC"
"4434","jubiloso","Adj",1,"N0","MAN"
"4435","judicativo","Adj",-1,"N0","MAN"
"4436","judicioso","Adj",0,"N0","MAN"
"4437","juizo","N",1,"N0","MAN"
"4438","juntar o util ao agradavel","IDIOM",1,"N0","MAN"
"4439","jururu","Adj",-1,"N0","JALC"
"4440","justica","N",1,"N0","MAN"
"4441","justiceiro","Adj",1,"N0","MAN"
"4442","justificativo","Adj",0,"N0","JALC"
"4443","justificavel","Adj",1,"N0","JALC"
"4444","justo","Adj",1,"N0","MAN"
"4445","kafkiano","Adj",-1,"N0","MAN"
"4446","labia","N",-1,"N0","MAN"
"4447","laborioso","Adj",0,"N0","MAN"
"4448","labrego","Adj",-1,"N0","MAN"
"4449","labreguice","N",-1,"N0","MAN"
"4450","labroste","Adj",-1,"N0","MAN"
"4451","labutador","Adj",1,"N0","MAN"
"4452","laconico","Adj",-1,"N0","MAN"
"4453","laconio","Adj",-1,"N0","MAN"
"4454","lacrimoso","Adj",-1,"N0","MAN"
"4455","ladino","Adj",-1,"N0","MAN"
"4456","ladro","Adj",-1,"N0","MAN"
"4457","ladroagem","N",-1,"N0","MAN"
"4458","laical","Adj",-1,"N0","MAN"
"4459","laico","Adj",-1,"N0","MAN"
"4460","lambao","Adj",-1,"N0","MAN"
"4461","lambareiro","Adj",-1,"N0","JALC"
"4462","lambeiro","Adj",-1,"N0","MAN"
"4463","lamber as botas a","IDIOM",-1,"N0:N1","MAN"
"4464","lambuzado","Adj",-1,"N0","JALC"
"4465","lamecha","Adj",-1,"N0","MAN"
"4466","lamechar","V",-1,"N0","MAN"
"4467","lamechice","N",-1,"N0","MAN"
"4468","lamentacao","N",-1,"N0","MAN"
"4469","lamentar-se","V",-1,"N0:N1","MAN"
"4470","lamentavel","Adj",-1,"N0","MAN"
"4471","lamentoso","Adj",-1,"N0","MAN"
"4472","lampeiro","Adj",-1,"N0","MAN"
"4473","lamuria","N",-1,"N0","MAN"
"4474","lamuriante","Adj",-1,"N0","MAN"
"4475","lamuriar-se","V",-1,"N0:N1","MAN"
"4476","lamuriento","Adj",-1,"N0","MAN"
"4477","lamurioso","Adj",-1,"N0","MAN"
"4478","lancinante","Adj",-1,"N0","JALC"
"4479","langoroso","Adj",-1,"N0","MAN"
"4480","languescente","Adj",-1,"N0","MAN"
"4481","languido","Adj",-1,"N0","MAN"
"4482","laparoto","Adj",-1,"N0","MAN"
"4483","lapidado","Adj",0,"N0","JALC"
"4484","lapuz","Adj",-1,"N0","MAN"
"4485","lascivo","Adj",0,"N0","MAN"
"4486","lastima","N",-1,"N0","MAN"
"4487","lastimar-se","V",-1,"N0:N1","MAN"
"4488","lastimavel","Adj",-1,"N0","JALC"
"4489","lastimoso","Adj",-1,"N0","MAN"
"4490","lata","N",-1,"N0","MAN"
"4491","latente","Adj",-1,"N0","JALC"
"4492","laudativo","Adj",1,"N0","MAN"
"4493","laudatorio","Adj",1,"N0","MAN"
"4494","laurear a pevide","IDIOM",-1,"N0","MAN"
"4495","lavadico","Adj",0,"N0","MAN"
"4496","lavado","Adj",1,"N0","JALC"
"4497","lavar roupa suja","IDIOM",-1,"N0","MAN"
"4498","laxista","Adj",-1,"N0","MAN"
"4499","lazarento","Adj",-1,"N0","MAN"
"4500","lazudo","Adj",-1,"N0","MAN"
"4501","leal","Adj",1,"N0","MAN"
"4502","lealdade","N",1,"N0","MAN"
"4503","ledo","Adj",1,"N0","MAN"
"4504","legal","Adj",1,"N0","JALC"
"4505","legitimo","Adj",1,"N0","JALC"
"4506","leigo","Adj",-1,"N0","MAN"
"4507","lelo","Adj",-1,"N0","MAN"
"4508","lendario","Adj",1,"N0","MAN"
"4509","lenitivo","Adj",1,"N0","JALC"
"4510","lentidao","N",-1,"N0","MAN"
"4511","lento","Adj",-1,"N0","MAN"
"4512","lepido","Adj",0,"N0","MAN"
"4513","leproso","Adj",-1,"N0","JALC"
"4514","lerdice","N",-1,"N0","MAN"
"4515","lerdo","Adj",-1,"N0","MAN"
"4516","lesado","Adj",-1,"N0","JALC"
"4517","lesionado","Adj",-1,"N0","MAN"
"4518","lesivo","Adj",-1,"N0","JALC"
"4519","leso","Adj",-1,"N0","JALC"
"4520","lesto","Adj",1,"N0","MAN"
"4521","letal","Adj",-1,"N0","JALC"
"4522","letargia","N",-1,"N0","MAN"
"4523","letargico","Adj",-1,"N0","MAN"
"4524","letrado","Adj",1,"N0","MAN"
"4525","levado da breca","Adj",-1,"N0","MAN"
"4526","levado das maleitas","Adj",-1,"N0","MAN"
"4527","levado do diabo","Adj",-1,"N0","MAN"
"4528","levantado","Adj",-1,"N0","MAN"
"4529","levantar a cabeca","IDIOM",1,"N0","MAN"
"4530","levar a melhor","IDIOM",1,"N0","MAN"
"4531","levar a sua avante","IDIOM",1,"N0","MAN"
"4532","levar com a porta na cara","IDIOM",-1,"N0","MAN"
"4533","levar com um balde de agua fria","IDIOM",-1,"N0","MAN"
"4534","levar na corneta","IDIOM",-1,"N0","MAN"
"4535","levar nas orelhas de","IDIOM",-1,"N0:N1","MAN"
"4536","levar nas orelhas","IDIOM",-1,"N0","MAN"
"4537","levar porrada","IDIOM",-1,"N0","MAN"
"4538","levar um baile de","IDIOM",-1,"N0:N1","MAN"
"4539","levar um baile","IDIOM",-1,"N0","MAN"
"4540","levar um banho de agua fria","IDIOM",-1,"N0","MAN"
"4541","levar um pontape no cu","IDIOM",-1,"N0","MAN"
"4542","levar um tiro","IDIOM",-1,"N0","MAN"
"4543","levar uma abada","IDIOM",-1,"N0","MAN"
"4544","levar uma cabazada","IDIOM",-1,"N0","MAN"
"4545","levar uma coca","IDIOM",-1,"N0","MAN"
"4546","levar uma malha","IDIOM",-1,"N0","MAN"
"4547","levar uma surra","IDIOM",-1,"N0","MAN"
"4548","levar uma tareia","IDIOM",-1,"N0","MAN"
"4549","leve","Adj",0,"N0","MAN"
"4550","leviandade","N",-1,"N0","MAN"
"4551","leviano","Adj",-1,"N0","MAN"
"4552","lhano","Adj",1,"N0","MAN"
"4553","liberal","Adj",0,"N0","MAN"
"4554","liberalista","Adj",0,"N0","MAN"
"4555","liberdade","N",1,"N0","MAN"
"4556","libertado","Adj",0,"N0","JALC"
"4557","libertador","Adj",1,"N0","JALC"
"4558","libertar","V",1,"N0:N1","MAN"
"4559","libertario","Adj",-1,"N0","JALC"
"4560","libertinagem","N",-1,"N0","MAN"
"4561","libertino","Adj",-1,"N0","MAN"
"4562","liberto","Adj",0,"N0","JALC"
"4563","libidinoso","Adj",-1,"N0","MAN"
"4564","licencioso","Adj",-1,"N0","MAN"
"4565","licito","Adj",-1,"N0","MAN"
"4566","lidimo","Adj",1,"N0","JALC"
"4567","ligar a cassete","IDIOM",-1,"N0","MAN"
"4568","ligeiro","Adj",0,"N0","MAN"
"4569","liliputiano","Adj",-1,"N0","MAN"
"4570","limitado","Adj",-1,"N0","MAN"
"4571","limpar o bom nome","IDIOM",1,"N0","MAN"
"4572","limpar o cebo a","IDIOM",0,"N0:N1","MAN"
"4573","limpar o po a","IDIOM",0,"N0:N1","MAN"
"4574","limpar o sarampo a","IDIOM",-1,"N0:N1","MAN"
"4575","limpar o sebo a","IDIOM",-1,"N0:N1","MAN"
"4576","limpido","Adj",1,"N0","MAN"
"4577","limpo","Adj",1,"N0","MAN"
"4578","linchar","V",0,"N0:N1","MAN"
"4579","lindo","Adj",1,"N0","MAN"
"4580","linear","Adj",0,"N0","JALC"
"4581","linfatismo","N",-1,"N0","MAN"
"4582","lingrinhas","Adj",-1,"N0","MAN"
"4583","linguareiro","Adj",-1,"N0","MAN"
"4584","linguarudo","Adj",-1,"N0","MAN"
"4585","liro","Adj",0,"N0","MAN"
"4586","liso","Adj",0,"N0","MAN"
"4587","lisonjeador","Adj",1,"N0","MAN"
"4588","lisonjear","V",0,"N0:N1","MAN"
"4589","lisonjeiro","Adj",1,"N0","MAN"
"4590","litico","Adj",1,"N0","JALC"
"4591","livido","Adj",-1,"N0","MAN"
"4592","livrar-se","V",0,"N0:N1","MAN"
"4593","livre","Adj",1,"N0","MAN"
"4594","lixado","Adj",-1,"N0","MAN"
"4595","lixar-se","V",-1,"N0","MAN"
"4596","lixar","V",-1,"N0:N1","MAN"
"4597","logico","Adj",1,"N0","MAN"
"4598","logrativo","Adj",-1,"N0","MAN"
"4599","longanime","Adj",1,"N0","JALC"
"4600","longanimo","Adj",1,"N0","JALC"
"4601","loquaz","Adj",0,"N0","MAN"
"4602","lorpa","Adj",-1,"N0","MAN"
"4603","louco","Adj",-1,"N0","MAN"
"4604","loucura","N",-1,"N0","MAN"
"4605","louvaminheiro","Adj",-1,"N0","MAN"
"4606","louvavel","Adj",1,"N0","MAN"
"4607","lubrico","Adj",0,"N0","MAN"
"4608","lucidez","N",1,"N0","MAN"
"4609","lucido","Adj",1,"N0","MAN"
"4610","ludibriado","Adj",-1,"N0","JALC"
"4611","ludibriante","Adj",-1,"N0","MAN"
"4612","ludibriar","V",-1,"N0:N1","MAN"
"4613","ludibrioso","Adj",-1,"N0","MAN"
"4614","lugar-comum","N",-1,"N0","MAN"
"4615","lugubre","Adj",-1,"N0","MAN"
"4616","luminosidade","N",1,"N0","MAN"
"4617","luminoso","Adj",1,"N0","MAN"
"4618","lunatico","Adj",-1,"N0","MAN"
"4619","lusco","Adj",-1,"N0","MAN"
"4620","lusofobo","Adj",-1,"N0","MAN"
"4621","lustrado","Adj",1,"N0","JALC"
"4622","lustroso","Adj",0,"N0","MAN"
"4623","lutador","Adj",1,"N0","MAN"
"4624","lutar","V",1,"N0:N1","MAN"
"4625","luto","N",-1,"N0","MAN"
"4626","lutuoso","Adj",-1,"N0","MAN"
"4627","luxuoso","Adj",1,"N0","JALC"
"4628","luxuria","N",-1,"N0","MAN"
"4629","luxuriante","Adj",0,"N0","MAN"
"4630","luxurioso","Adj",0,"N0","MAN"
"4631","luzido","Adj",0,"N0","MAN"
"4632","ma apresentacao","N",-1,"N0","MAN"
"4633","ma cara","N",-1,"N0","MAN"
"4634","ma disposicao","N",-1,"N0","MAN"
"4635","ma educacao","N",-1,"N0","MAN"
"4636","ma fama","N",-1,"N0","MAN"
"4637","ma formacao","N",-1,"N0","MAN"
"4638","ma fortuna","N",-1,"N0","MAN"
"4639","ma-fe","N",-1,"N0","MAN"
"4640","ma-governacao","N",-1,"N0","MAN"
"4641","ma-prestacao","N",-1,"N0","MAN"
"4642","macabro","Adj",-1,"N0","MAN"
"4643","macaco","Adj",-1,"N0","MAN"
"4644","macado","Adj",-1,"N0","MAN"
"4645","macador","Adj",-1,"N0","MAN"
"4646","macambuzice","N",-1,"N0","MAN"
"4647","macambuzio","Adj",-1,"N0","MAN"
"4648","macanjo","Adj",-1,"N0","MAN"
"4649","macareno","Adj",-1,"N0","MAN"
"4650","macavenco","Adj",-1,"N0","MAN"
"4651","machismo","N",-1,"N0","MAN"
"4652","machista","Adj",-1,"N0","MAN"
"4653","machucado","Adj",-1,"N0","JALC"
"4654","macilento","Adj",-1,"N0","MAN"
"4655","macio","Adj",0,"N0","MAN"
"4656","macudo","Adj",-1,"N0","MAN"
"4657","maculado","Adj",-1,"N0","JALC"
"4658","madraco","Adj",-1,"N0","MAN"
"4659","madrugador","Adj",0,"N0","MAN"
"4660","maduro","Adj",1,"N0","MAN"
"4661","mafeitoria","N",-1,"N0","MAN"
"4662","mafia","N",-1,"N0","MAN"
"4663","mafioso","Adj",-1,"N0","MAN"
"4664","magalomania","N",-1,"N0","MAN"
"4665","magano","Adj",-1,"N0","MAN"
"4666","magistral","Adj",1,"N0","JALC"
"4667","magnanimidade","N",1,"N0","MAN"
"4668","magnanimo","Adj",1,"N0","MAN"
"4669","magnificencia","N",1,"N0","MAN"
"4670","magnificente","Adj",1,"N0","MAN"
"4671","magnificidade","N",1,"N0","MAN"
"4672","magnifico","Adj",1,"N0","MAN"
"4673","mago","Adj",1,"N0","JALC"
"4674","magoar","V",-1,"N0:N1","MAN"
"4675","magrelo","Adj",-1,"N0","JALC"
"4676","magricela","Adj",-1,"N0","JALC"
"4677","maior e vacinado","Adj",0,"N0","MAN"
"4678","majestatico","Adj",1,"N0","MAN"
"4679","majestoso","Adj",1,"N0","MAN"
"4680","mal-afamado","Adj",-1,"N0","MAN"
"4681","mal-afeicoado","Adj",-1,"N0","MAN"
"4682","mal-afortunado","Adj",-1,"N0","MAN"
"4683","mal-agradecido","Adj",-1,"N0","MAN"
"4684","mal-amado","Adj",-1,"N0","MAN"
"4685","mal-cheiroso","Adj",-1,"N0","MAN"
"4686","mal-comportado","Adj",-1,"N0","MAN"
"4687","mal-educado","Adj",-1,"N0","MAN"
"4688","mal-encarado","Adj",-1,"N0","MAN"
"4689","mal-feito","Adj",-1,"N0","MAN"
"4690","mal-humorado","Adj",-1,"N0","MAN"
"4691","mal-intencionado","Adj",-1,"N0","MAN"
"4692","mal-pago","Adj",-1,"N0","MAN"
"4693","mal-vestido","Adj",-1,"N0","MAN"
"4694","malabarismo","N",-1,"N0","MAN"
"4695","malabarista","Adj",-1,"N0","MAN"
"4696","malandreco","Adj",-1,"N0","MAN"
"4697","malandro","Adj",-1,"N0","MAN"
"4698","malcheiroso","Adj",-1,"N0","MAN"
"4699","malcriado","Adj",-1,"N0","MAN"
"4700","maldade","N",-1,"N0","MAN"
"4701","maldicao","N",-1,"N0","MAN"
"4702","maldisposto","Adj",-1,"N0","MAN"
"4703","maldito","Adj",-1,"N0","MAN"
"4704","maldizente","Adj",-1,"N0","MAN"
"4705","maldoso","Adj",-1,"N0","MAN"
"4706","maleavel","Adj",1,"N0","MAN"
"4707","maledicencia","N",-1,"N0","MAN"
"4708","maledicente","Adj",-1,"N0","MAN"
"4709","maleducado","Adj",-1,"N0","MAN"
"4710","malefico","Adj",-1,"N0","MAN"
"4711","malencarado","Adj",-1,"N0","MAN"
"4712","malevolencia","N",-1,"N0","MAN"
"4713","malevolente","Adj",-1,"N0","MAN"
"4714","malevolo","Adj",-1,"N0","MAN"
"4715","malfadado","Adj",-1,"N0","MAN"
"4716","malfazejo","Adj",-1,"N0","MAN"
"4717","malfeito","Adj",-1,"N0","JALC"
"4718","malfeitor","Adj",-1,"N0","MAN"
"4719","malfeitoria","N",-1,"N0","MAN"
"4720","malformacao","N",-1,"N0","MAN"
"4721","malformado","Adj",-1,"N0","MAN"
"4722","malhado","Adj",-1,"N0","JALC"
"4723","malhar","V",1,"N0:N1","MAN"
"4724","malicia","N",-1,"N0","MAN"
"4725","malicioso","Adj",-1,"N0","MAN"
"4726","maligno","Adj",-1,"N0","JALC"
"4727","malnutricao","N",-1,"N0","MAN"
"4728","malogrado","Adj",-1,"N0","MAN"
"4729","malquisto","Adj",-1,"N0","JALC"
"4730","malsao","Adj",-1,"N0","JALC"
"4731","malsucedido","Adj",-1,"N0","JALC"
"4732","maltrapilho","Adj",-1,"N0","MAN"
"4733","maltratado","Adj",-1,"N0","JALC"
"4734","maltratar","V",-1,"N0:N1","MAN"
"4735","maluco","Adj",-1,"N0","MAN"
"4736","maluquice","N",-1,"N0","MAN"
"4737","malvadez","N",-1,"N0","MAN"
"4738","malvado","Adj",-1,"N0","MAN"
"4739","malvisto","Adj",-1,"N0","JALC"
"4740","mamalhudo","Adj",-1,"N0","MAN"
"4741","mamar nas tetas de","IDIOM",-1,"N0:N1","MAN"
"4742","mamudo","Adj",-1,"N0","MAN"
"4743","mancebo","Adj",0,"N0","MAN"
"4744","manchado","Adj",-1,"N0","JALC"
"4745","manchar a imagem de","IDIOM",-1,"N0:N1","MAN"
"4746","manco","Adj",-1,"N0","MAN"
"4747","mancomunado","Adj",-1,"N0","JALC"
"4748","mandao","Adj",-1,"N0","MAN"
"4749","mandar bocas a","IDIOM",0,"N0:N1","MAN"
"4750","mandar bocas","IDIOM",-1,"N0","MAN"
"4751","mandar calar","IDIOM",-1,"N0","MAN"
"4752","mandriao","Adj",-1,"N0","MAN"
"4753","maneirista","Adj",-1,"N0","MAN"
"4754","maneiro","Adj",1,"N0","JALC"
"4755","maneta","Adj",-1,"N0","MAN"
"4756","manha","N",-1,"N0","MAN"
"4757","manhoso","Adj",-1,"N0","MAN"
"4758","mania","N",-1,"N0","MAN"
"4759","maniaco-depressivo","Adj",-1,"N0","MAN"
"4760","maniaco","Adj",-1,"N0","MAN"
"4761","manietado","Adj",-1,"N0","JALC"
"4762","manipulacao","N",-1,"N0","MAN"
"4763","manipulado","Adj",-1,"N0","JALC"
"4764","manipulador","Adj",-1,"N0","MAN"
"4765","manipular","V",-1,"N0:N1","MAN"
"4766","manipulavel","Adj",-1,"N0","MAN"
"4767","manobrado","Adj",-1,"N0","JALC"
"4768","manobrar","V",-1,"N0:N1","MAN"
"4769","manso","Adj",0,"N0","MAN"
"4770","manteigueiro","Adj",-1,"N0","MAN"
"4771","maquiavelico","Adj",-1,"N0","MAN"
"4772","maquiavelismo","N",-1,"N0","MAN"
"4773","maquiavelista","Adj",-1,"N0","MAN"
"4774","maquinado","Adj",-1,"N0","JALC"
"4775","maquinal","Adj",0,"N0","MAN"
"4776","marau","Adj",-1,"N0","MAN"
"4777","maravilha","N",1,"N0","MAN"
"4778","maravilhoso","Adj",1,"N0","MAN"
"4779","marcar pontos","IDIOM",1,"N0","MAN"
"4780","marginal","Adj",-1,"N0","MAN"
"4781","marginalidade","N",-1,"N0","MAN"
"4782","marginalizado","Adj",-1,"N0","JALC"
"4783","marginalizar","V",-1,"N0:N1","MAN"
"4784","marialva","Adj",-1,"N0","MAN"
"4785","maricao","Adj",-1,"N0","MAN"
"4786","maricas","Adj",-1,"N0","MAN"
"4787","mariola","Adj",-1,"N0","MAN"
"4788","marioneta","Adj",-1,"N0","MAN"
"4789","mariquice","N",-1,"N0","MAN"
"4790","mariquinhas","Adj",-1,"N0","MAN"
"4791","marmanjo","Adj",-1,"N0","MAN"
"4792","maroto","Adj",-1,"N0","MAN"
"4793","marralheiro","Adj",-1,"N0","MAN"
"4794","marrano","Adj",-1,"N0","MAN"
"4795","marrao","Adj",-1,"N0","MAN"
"4796","marreco","Adj",-1,"N0","MAN"
"4797","martirizar","V",1,"N0:N1","MAN"
"4798","mas intencoes","N",-1,"N0","MAN"
"4799","mascarado","Adj",-1,"N0","JALC"
"4800","masculo","Adj",1,"N0","MAN"
"4801","masochista","Adj",-1,"N0","MAN"
"4802","masoquismo","N",-1,"N0","MAN"
"4803","masoquista","Adj",-1,"N0","MAN"
"4804","massacrar","V",1,"N0:N1","MAN"
"4805","massacre","N",-1,"N0","MAN"
"4806","massudo","Adj",-1,"N0","MAN"
"4807","mastodontico","Adj",0,"N0","MAN"
"4808","matador","Adj",-1,"N0","JALC"
"4809","matar dois coelhos com uma cajadada","IDIOM",1,"N0","MAN"
"4810","matar o vicio","IDIOM",-1,"N0","MAN"
"4811","materialismo","N",-1,"N0","MAN"
"4812","materialista","Adj",-1,"N0","MAN"
"4813","maternal","Adj",1,"N0","MAN"
"4814","matias","Adj",-1,"N0","MAN"
"4815","matraquear","V",-1,"N0","MAN"
"4816","matreiro","Adj",-1,"N0","MAN"
"4817","maturidade","N",1,"N0","MAN"
"4818","matuto","Adj",-1,"N0","MAN"
"4819","mau agouro","N",-1,"N0","MAN"
"4820","mau agrado","N",-1,"N0","MAN"
"4821","mau aluno","Adj",-1,"N0","MAN"
"4822","mau cheiro","N",-1,"N0","MAN"
"4823","mau comportamento","N",-1,"N0","MAN"
"4824","mau desempenho","N",-1,"N0","MAN"
"4825","mau exemplo","N",-1,"N0","MAN"
"4826","mau feitio","N",-1,"N0","MAN"
"4827","mau genio","N",-1,"N0","MAN"
"4828","mau humor","N",-1,"N0","MAN"
"4829","mau pagador","Adj",-1,"N0","MAN"
"4830","mau","Adj",-1,"N0","MAN"
"4831","maus habitos","N",-1,"N0","MAN"
